,Tên_mặt_hàng,Thị_trường,Ngày,Giá
0,Gạo thường|Rice,An Giang,2007-03-08,4800
1262,Gạo thường|Rice,An Giang,2013-11-18,10600
1263,Gạo thường|Rice,An Giang,2013-11-19,10600
1264,Gạo thường|Rice,An Giang,2013-11-20,10600
1265,Gạo thường|Rice,An Giang,2013-11-21,10600
1266,Gạo thường|Rice,An Giang,2013-11-22,10600
1267,Gạo thường|Rice,An Giang,2013-11-25,10600
1268,Gạo thường|Rice,An Giang,2013-11-26,10600
1269,Gạo thường|Rice,An Giang,2013-11-27,10600
1270,Gạo thường|Rice,An Giang,2013-11-28,10600
1271,Gạo thường|Rice,An Giang,2013-11-29,10600
1272,Gạo thường|Rice,An Giang,2013-12-02,10600
1273,Gạo thường|Rice,An Giang,2013-12-03,10600
1274,Gạo thường|Rice,An Giang,2013-12-05,10600
1275,Gạo thường|Rice,An Giang,2013-12-06,10600
1276,Gạo thường|Rice,An Giang,2014-01-03,10600
1277,Gạo thường|Rice,An Giang,2014-01-06,10600
1278,Gạo thường|Rice,An Giang,2014-01-07,10600
1279,Gạo thường|Rice,An Giang,2014-01-08,10600
1280,Gạo thường|Rice,An Giang,2014-01-09,10600
1281,Gạo thường|Rice,An Giang,2014-01-10,10600
1282,Gạo thường|Rice,An Giang,2014-01-13,10600
1283,Gạo thường|Rice,An Giang,2014-01-14,10600
1284,Gạo thường|Rice,An Giang,2014-01-15,10600
1285,Gạo thường|Rice,An Giang,2014-01-17,10600
1286,Gạo thường|Rice,An Giang,2014-01-20,10600
1287,Gạo thường|Rice,An Giang,2014-01-21,10600
1288,Gạo thường|Rice,An Giang,2014-01-22,10600
1289,Gạo thường|Rice,An Giang,2014-02-07,10500
1290,Gạo thường|Rice,An Giang,2014-02-08,10500
1291,Gạo thường|Rice,An Giang,2014-02-10,10500
1292,Gạo thường|Rice,An Giang,2014-02-11,10500
1293,Gạo thường|Rice,An Giang,2014-02-12,10500
1294,Gạo thường|Rice,An Giang,2014-02-13,10500
1295,Gạo thường|Rice,An Giang,2014-02-14,10500
1296,Gạo thường|Rice,An Giang,2014-02-17,10500
1297,Gạo thường|Rice,An Giang,2014-02-18,10500
1298,Gạo thường|Rice,An Giang,2014-02-19,10500
1299,Gạo thường|Rice,An Giang,2014-02-20,10500
1300,Gạo thường|Rice,An Giang,2014-02-21,10500
1301,Gạo thường|Rice,An Giang,2014-02-25,10500
1302,Gạo thường|Rice,An Giang,2014-02-26,10500
1303,Gạo thường|Rice,An Giang,2014-02-27,10500
1304,Gạo thường|Rice,An Giang,2014-03-02,10500
1305,Gạo thường|Rice,An Giang,2014-03-03,10500
1306,Gạo thường|Rice,An Giang,2014-03-04,10500
1307,Gạo thường|Rice,An Giang,2014-03-05,10500
1308,Gạo thường|Rice,An Giang,2014-03-06,10500
1309,Gạo thường|Rice,An Giang,2014-03-07,10500
1310,Gạo thường|Rice,An Giang,2014-03-10,10500
1311,Gạo thường|Rice,An Giang,2014-03-12,10500
1312,Gạo thường|Rice,An Giang,2014-03-13,10500
1313,Gạo thường|Rice,An Giang,2014-03-17,10500
1314,Gạo thường|Rice,An Giang,2014-03-18,10500
1315,Gạo thường|Rice,An Giang,2014-03-19,10500
1316,Gạo thường|Rice,An Giang,2014-03-20,10500
1317,Gạo thường|Rice,An Giang,2014-03-21,10500
1318,Gạo thường|Rice,An Giang,2014-03-24,10500
1319,Gạo thường|Rice,An Giang,2014-03-25,10500
1320,Gạo thường|Rice,An Giang,2014-03-27,10500
1321,Gạo thường|Rice,An Giang,2014-03-28,10500
1322,Gạo thường|Rice,An Giang,2014-03-31,10500
1323,Gạo thường|Rice,An Giang,2014-04-01,10500
1324,Gạo thường|Rice,An Giang,2014-04-02,10500
1325,Gạo thường|Rice,An Giang,2014-04-03,10500
1326,Gạo thường|Rice,An Giang,2014-04-04,10500
1327,Gạo thường|Rice,An Giang,2014-04-07,10500
1328,Gạo thường|Rice,An Giang,2014-04-10,10500
1329,Gạo thường|Rice,An Giang,2014-04-11,10500
1330,Gạo thường|Rice,An Giang,2014-04-14,10500
1331,Gạo thường|Rice,An Giang,2014-04-15,10500
1332,Gạo thường|Rice,An Giang,2014-04-16,10500
1333,Gạo thường|Rice,An Giang,2014-04-17,10500
1334,Gạo thường|Rice,An Giang,2014-04-21,10500
1335,Gạo thường|Rice,An Giang,2014-04-23,10500
1336,Gạo thường|Rice,An Giang,2014-04-24,10500
1337,Gạo thường|Rice,An Giang,2014-04-26,10500
1338,Gạo thường|Rice,An Giang,2014-05-05,10500
1339,Gạo thường|Rice,An Giang,2014-05-06,10500
1340,Gạo thường|Rice,An Giang,2014-05-07,10500
1341,Gạo thường|Rice,An Giang,2014-05-08,10500
1342,Gạo thường|Rice,An Giang,2014-05-09,10500
1343,Gạo thường|Rice,An Giang,2014-05-12,10500
1344,Gạo thường|Rice,An Giang,2014-05-13,10500
1345,Gạo thường|Rice,An Giang,2014-05-14,10500
1346,Gạo thường|Rice,An Giang,2014-05-15,10500
1347,Gạo thường|Rice,An Giang,2014-05-19,10500
1348,Gạo thường|Rice,An Giang,2014-05-20,10500
1349,Gạo thường|Rice,An Giang,2014-05-21,10500
1350,Gạo thường|Rice,An Giang,2014-05-23,10500
1351,Gạo thường|Rice,An Giang,2014-05-26,10500
1352,Gạo thường|Rice,An Giang,2014-05-27,10500
1353,Gạo thường|Rice,An Giang,2014-05-28,10500
1354,Gạo thường|Rice,An Giang,2014-05-30,10500
1355,Gạo thường|Rice,An Giang,2014-06-02,10500
1356,Gạo thường|Rice,An Giang,2014-06-05,10000
1357,Gạo thường|Rice,An Giang,2014-06-06,10000
1358,Gạo thường|Rice,An Giang,2014-06-09,10000
1359,Gạo thường|Rice,An Giang,2014-06-10,10000
1360,Gạo thường|Rice,An Giang,2014-06-11,10000
1361,Gạo thường|Rice,An Giang,2014-06-17,10000
1362,Gạo thường|Rice,An Giang,2014-06-19,10000
1363,Gạo thường|Rice,An Giang,2014-06-20,10000
1364,Gạo thường|Rice,An Giang,2014-06-23,10000
1365,Gạo thường|Rice,An Giang,2014-06-24,10000
1366,Gạo thường|Rice,An Giang,2014-06-25,10000
1367,Gạo thường|Rice,An Giang,2014-06-26,10000
1368,Gạo thường|Rice,An Giang,2014-07-01,10000
1369,Gạo thường|Rice,An Giang,2014-07-14,10000
1370,Gạo thường|Rice,An Giang,2014-07-15,10000
1371,Gạo thường|Rice,An Giang,2014-07-16,10000
1372,Gạo thường|Rice,An Giang,2014-07-21,10000
1373,Gạo thường|Rice,An Giang,2014-07-22,10000
1374,Gạo thường|Rice,An Giang,2014-07-23,10000
1375,Gạo thường|Rice,An Giang,2014-07-28,10000
1376,Gạo thường|Rice,An Giang,2014-07-29,10000
1377,Gạo thường|Rice,An Giang,2014-07-30,10000
1378,Gạo thường|Rice,An Giang,2014-07-31,10800
1379,Gạo thường|Rice,An Giang,2014-08-01,10800
1380,Gạo thường|Rice,An Giang,2014-08-04,10800
1381,Gạo thường|Rice,An Giang,2014-08-05,10800
1382,Gạo thường|Rice,An Giang,2014-08-07,10800
1383,Gạo thường|Rice,An Giang,2014-08-08,10800
1384,Gạo thường|Rice,An Giang,2014-08-11,10800
1385,Gạo thường|Rice,An Giang,2014-08-13,10500
1386,Gạo thường|Rice,An Giang,2014-08-14,10500
1387,Gạo thường|Rice,An Giang,2014-08-15,10500
1388,Gạo thường|Rice,An Giang,2014-08-18,10500
1389,Gạo thường|Rice,An Giang,2014-08-19,10500
1390,Gạo thường|Rice,An Giang,2014-08-20,10500
1391,Gạo thường|Rice,An Giang,2014-08-21,10500
1392,Gạo thường|Rice,An Giang,2014-08-22,10500
1393,Gạo thường|Rice,An Giang,2014-08-25,10500
1394,Gạo thường|Rice,An Giang,2014-08-27,10500
1395,Gạo thường|Rice,An Giang,2014-08-29,10500
1396,Gạo thường|Rice,An Giang,2014-09-03,10500
1397,Gạo thường|Rice,An Giang,2014-09-04,10500
1398,Gạo thường|Rice,An Giang,2014-09-05,10500
1399,Gạo thường|Rice,An Giang,2014-09-09,10500
1400,Gạo thường|Rice,An Giang,2014-09-11,10500
1401,Gạo thường|Rice,An Giang,2014-09-12,10500
1402,Gạo thường|Rice,An Giang,2014-09-15,10500
1403,Gạo thường|Rice,An Giang,2014-09-16,10500
1404,Gạo thường|Rice,An Giang,2014-09-17,10500
1405,Gạo thường|Rice,An Giang,2014-09-19,10500
1406,Gạo thường|Rice,An Giang,2014-09-22,10500
1407,Gạo thường|Rice,An Giang,2014-09-23,10500
1408,Gạo thường|Rice,An Giang,2014-09-24,10500
1409,Gạo thường|Rice,An Giang,2014-09-25,10500
1410,Gạo thường|Rice,An Giang,2014-09-26,10500
1411,Gạo thường|Rice,An Giang,2014-09-29,10500
1412,Gạo thường|Rice,An Giang,2014-09-30,10500
1413,Gạo thường|Rice,An Giang,2014-10-01,10500
1414,Gạo thường|Rice,An Giang,2014-10-02,10500
1415,Gạo thường|Rice,An Giang,2014-10-03,10500
1416,Gạo thường|Rice,An Giang,2014-10-06,10500
1417,Gạo thường|Rice,An Giang,2014-10-07,10500
1418,Gạo thường|Rice,An Giang,2014-10-13,10500
1419,Gạo thường|Rice,An Giang,2014-10-15,10500
1420,Gạo thường|Rice,An Giang,2014-10-16,10500
1421,Gạo thường|Rice,An Giang,2014-10-17,10500
1422,Gạo thường|Rice,An Giang,2014-10-20,10500
1423,Gạo thường|Rice,An Giang,2014-10-21,10500
1424,Gạo thường|Rice,An Giang,2014-10-22,10500
1425,Gạo thường|Rice,An Giang,2014-10-27,10500
1426,Gạo thường|Rice,An Giang,2014-11-04,10500
1427,Gạo thường|Rice,An Giang,2014-11-05,10500
1428,Gạo thường|Rice,An Giang,2014-11-06,10500
1429,Gạo thường|Rice,An Giang,2014-11-07,10500
1430,Gạo thường|Rice,An Giang,2014-11-10,10500
1431,Gạo thường|Rice,An Giang,2014-11-13,10500
1432,Gạo thường|Rice,An Giang,2014-11-14,10500
1433,Gạo thường|Rice,An Giang,2014-11-18,10500
1434,Gạo thường|Rice,An Giang,2014-11-20,10500
1435,Gạo thường|Rice,An Giang,2014-11-25,10000
1436,Gạo thường|Rice,An Giang,2014-11-28,10000
1437,Gạo thường|Rice,An Giang,2014-12-01,10000
1438,Gạo thường|Rice,An Giang,2014-12-02,10000
1439,Gạo thường|Rice,An Giang,2014-12-03,10000
1440,Gạo thường|Rice,An Giang,2014-12-08,10500
1441,Gạo thường|Rice,An Giang,2014-12-09,10500
1442,Gạo thường|Rice,An Giang,2014-12-11,10500
1443,Gạo thường|Rice,An Giang,2014-12-16,10500
1444,Gạo thường|Rice,An Giang,2014-12-23,10500
1445,Gạo thường|Rice,An Giang,2014-12-26,10500
1446,Gạo thường|Rice,An Giang,2014-12-29,10500
1447,Gạo thường|Rice,An Giang,2015-01-06,10500
1448,Gạo thường|Rice,An Giang,2015-01-07,10500
1449,Gạo thường|Rice,An Giang,2015-01-08,10500
1450,Gạo thường|Rice,An Giang,2015-01-12,10500
1451,Gạo thường|Rice,An Giang,2015-01-14,10500
1452,Gạo thường|Rice,An Giang,2015-01-16,10500
1453,Gạo thường|Rice,An Giang,2015-01-19,10500
1454,Gạo thường|Rice,An Giang,2015-01-20,10500
1455,Gạo thường|Rice,An Giang,2015-01-21,10000
1456,Gạo thường|Rice,An Giang,2015-01-22,10000
1457,Gạo thường|Rice,An Giang,2015-01-29,10000
1458,Gạo thường|Rice,An Giang,2015-01-30,10000
1459,Gạo thường|Rice,An Giang,2015-02-02,10000
1460,Gạo thường|Rice,An Giang,2015-02-25,10000
1461,Gạo thường|Rice,An Giang,2015-03-02,10000
1462,Gạo thường|Rice,An Giang,2015-03-04,10000
1463,Gạo thường|Rice,An Giang,2015-03-09,10000
1464,Gạo thường|Rice,An Giang,2015-03-10,10000
1465,Gạo thường|Rice,An Giang,2015-03-18,10000
1466,Gạo thường|Rice,An Giang,2015-03-19,10000
1467,Gạo thường|Rice,An Giang,2015-03-23,10000
1468,Gạo thường|Rice,An Giang,2015-03-24,10000
1469,Gạo thường|Rice,An Giang,2015-03-25,10000
1470,Gạo thường|Rice,An Giang,2015-03-30,10000
1471,Gạo thường|Rice,An Giang,2015-04-01,10000
1472,Gạo thường|Rice,An Giang,2015-04-02,10000
1473,Gạo thường|Rice,An Giang,2015-04-03,10000
1474,Gạo thường|Rice,An Giang,2015-04-06,10000
1475,Gạo thường|Rice,An Giang,2015-04-07,10000
1476,Gạo thường|Rice,An Giang,2015-04-08,10000
1477,Gạo thường|Rice,An Giang,2015-04-09,10000
1478,Gạo thường|Rice,An Giang,2015-04-13,10000
1479,Gạo thường|Rice,An Giang,2015-04-15,10000
1480,Gạo thường|Rice,An Giang,2015-05-04,10000
1481,Gạo thường|Rice,An Giang,2015-05-05,10000
1482,Gạo thường|Rice,An Giang,2015-05-06,10000
1483,Gạo thường|Rice,An Giang,2015-05-07,10000
1484,Gạo thường|Rice,An Giang,2015-05-11,10000
1485,Gạo thường|Rice,An Giang,2015-05-12,10000
1486,Gạo thường|Rice,An Giang,2015-05-15,10000
1487,Gạo thường|Rice,An Giang,2015-05-18,10000
1488,Gạo thường|Rice,An Giang,2015-05-20,10000
1489,Gạo thường|Rice,An Giang,2015-05-22,10000
1490,Gạo thường|Rice,An Giang,2015-05-25,10000
1491,Gạo thường|Rice,An Giang,2015-05-26,10000
1492,Gạo thường|Rice,An Giang,2015-05-27,10000
1493,Gạo thường|Rice,An Giang,2015-05-28,10000
1494,Gạo thường|Rice,An Giang,2015-05-29,10000
1495,Gạo thường|Rice,An Giang,2015-06-01,10000
1496,Gạo thường|Rice,An Giang,2015-06-03,10000
1497,Gạo thường|Rice,An Giang,2015-06-04,10000
1498,Gạo thường|Rice,An Giang,2015-06-05,10000
1499,Gạo thường|Rice,An Giang,2015-06-08,10000
1500,Gạo thường|Rice,An Giang,2015-06-09,10000
1501,Gạo thường|Rice,An Giang,2015-06-11,10000
1502,Gạo thường|Rice,An Giang,2015-06-12,10000
1503,Gạo thường|Rice,An Giang,2015-06-15,10000
1504,Gạo thường|Rice,An Giang,2015-06-16,10000
1505,Gạo thường|Rice,An Giang,2015-06-17,10000
1506,Gạo thường|Rice,An Giang,2015-06-18,10000
1507,Gạo thường|Rice,An Giang,2015-06-19,10000
1508,Gạo thường|Rice,An Giang,2015-06-23,10000
1509,Gạo thường|Rice,An Giang,2015-06-24,10000
1510,Gạo thường|Rice,An Giang,2015-06-25,10000
1511,Gạo thường|Rice,An Giang,2015-06-26,10000
1512,Gạo thường|Rice,An Giang,2015-07-01,10000
1513,Gạo thường|Rice,An Giang,2015-07-02,10000
1514,Gạo thường|Rice,An Giang,2015-07-06,10000
1515,Gạo thường|Rice,An Giang,2015-07-07,10000
1516,Gạo thường|Rice,An Giang,2015-07-08,10000
1517,Gạo thường|Rice,An Giang,2015-07-10,10000
1518,Gạo thường|Rice,An Giang,2015-07-24,10000
1519,Gạo thường|Rice,An Giang,2015-07-28,10000
1520,Gạo thường|Rice,An Giang,2015-07-30,10000
1521,Gạo thường|Rice,An Giang,2015-08-03,10000
1522,Gạo thường|Rice,An Giang,2015-08-06,10000
1523,Gạo thường|Rice,An Giang,2015-08-11,10000
1524,Gạo thường|Rice,An Giang,2015-08-14,10000
1525,Gạo thường|Rice,An Giang,2015-08-19,10000
1526,Gạo thường|Rice,An Giang,2015-08-21,9500
1527,Gạo thường|Rice,An Giang,2015-09-04,9500
1528,Gạo thường|Rice,An Giang,2015-09-07,9500
1529,Gạo thường|Rice,An Giang,2015-09-09,9500
1530,Gạo thường|Rice,An Giang,2015-09-11,9500
1531,Gạo thường|Rice,An Giang,2015-09-15,9500
1532,Gạo thường|Rice,An Giang,2015-09-17,9500
1533,Gạo thường|Rice,An Giang,2015-09-18,9500
1534,Gạo thường|Rice,An Giang,2015-09-21,9500
1535,Gạo thường|Rice,An Giang,2015-09-22,9500
1536,Gạo thường|Rice,An Giang,2015-09-23,9500
1537,Gạo thường|Rice,An Giang,2015-09-25,9500
1538,Gạo thường|Rice,An Giang,2015-09-29,9500
1539,Gạo thường|Rice,An Giang,2015-09-30,9500
1540,Gạo thường|Rice,An Giang,2015-10-01,9500
1541,Gạo thường|Rice,An Giang,2015-10-05,9500
1542,Gạo thường|Rice,An Giang,2015-10-07,9500
1543,Gạo thường|Rice,An Giang,2015-10-13,9500
1544,Gạo thường|Rice,An Giang,2015-10-15,10000
1545,Gạo thường|Rice,An Giang,2015-10-16,10000
1546,Gạo thường|Rice,An Giang,2015-10-20,10000
1547,Gạo thường|Rice,An Giang,2015-10-21,10000
1548,Gạo thường|Rice,An Giang,2015-10-26,10000
1549,Gạo thường|Rice,An Giang,2015-10-29,10000
1550,Gạo thường|Rice,An Giang,2015-11-06,10000
1551,Gạo thường|Rice,An Giang,2015-11-09,10000
1552,Gạo thường|Rice,An Giang,2015-11-10,10000
1553,Gạo thường|Rice,An Giang,2015-11-11,10000
1554,Gạo thường|Rice,An Giang,2015-11-12,10000
1555,Gạo thường|Rice,An Giang,2015-11-13,10000
1556,Gạo thường|Rice,An Giang,2015-11-19,10000
1557,Gạo thường|Rice,An Giang,2015-11-20,10000
1558,Gạo thường|Rice,An Giang,2015-11-24,10000
1559,Gạo thường|Rice,An Giang,2015-11-25,10000
1560,Gạo thường|Rice,An Giang,2015-11-27,10000
1561,Gạo thường|Rice,An Giang,2015-11-30,10000
1562,Gạo thường|Rice,An Giang,2015-12-02,10000
1563,Gạo thường|Rice,An Giang,2015-12-03,10000
1564,Gạo thường|Rice,An Giang,2015-12-04,10000
1565,Gạo thường|Rice,An Giang,2015-12-09,10000
1566,Gạo thường|Rice,An Giang,2015-12-11,10000
1567,Gạo thường|Rice,An Giang,2015-12-14,10000
1568,Gạo thường|Rice,An Giang,2015-12-15,10000
1569,Gạo thường|Rice,An Giang,2015-12-29,10000
1570,Gạo thường|Rice,An Giang,2016-01-04,10000
1571,Gạo thường|Rice,An Giang,2016-01-05,10000
1572,Gạo thường|Rice,An Giang,2016-02-15,9500
1573,Gạo thường|Rice,An Giang,2016-02-17,9500
1574,Gạo thường|Rice,An Giang,2016-02-18,9500
1575,Gạo thường|Rice,An Giang,2016-02-22,10000
1576,Gạo thường|Rice,An Giang,2016-02-23,10000
1577,Gạo thường|Rice,An Giang,2016-02-24,10000
1578,Gạo thường|Rice,An Giang,2016-03-02,10000
1579,Gạo thường|Rice,An Giang,2016-03-04,10500
1580,Gạo thường|Rice,An Giang,2016-03-08,10500
1581,Gạo thường|Rice,An Giang,2016-03-09,10500
1582,Gạo thường|Rice,An Giang,2016-03-11,10500
1583,Gạo thường|Rice,An Giang,2016-03-14,10500
1584,Gạo thường|Rice,An Giang,2016-03-15,10500
1585,Gạo thường|Rice,An Giang,2016-03-23,10500
1586,Gạo thường|Rice,An Giang,2016-03-25,10500
1587,Gạo thường|Rice,An Giang,2016-03-31,10500
1588,Gạo thường|Rice,An Giang,2016-04-04,10500
1589,Gạo thường|Rice,An Giang,2016-04-06,10500
1590,Gạo thường|Rice,An Giang,2016-04-07,10500
1591,Gạo thường|Rice,An Giang,2016-04-08,10500
1592,Gạo thường|Rice,An Giang,2016-04-11,10500
1593,Gạo thường|Rice,An Giang,2016-04-12,10500
1594,Gạo thường|Rice,An Giang,2016-04-14,10500
1595,Gạo thường|Rice,An Giang,2016-04-15,10500
1596,Gạo thường|Rice,An Giang,2016-04-26,10500
1597,Gạo thường|Rice,An Giang,2016-05-04,10000
1598,Gạo thường|Rice,An Giang,2016-05-06,10000
1599,Gạo thường|Rice,An Giang,2016-05-13,10000
1600,Gạo thường|Rice,An Giang,2016-05-17,10000
1601,Gạo thường|Rice,An Giang,2016-05-18,10000
1602,Gạo thường|Rice,An Giang,2016-05-19,10000
1603,Gạo thường|Rice,An Giang,2016-05-20,10000
1604,Gạo thường|Rice,An Giang,2016-05-24,10000
1605,Gạo thường|Rice,An Giang,2016-05-25,10000
1606,Gạo thường|Rice,An Giang,2016-06-02,10000
1607,Gạo thường|Rice,An Giang,2016-06-03,10000
1608,Gạo thường|Rice,An Giang,2016-06-06,10000
1609,Gạo thường|Rice,An Giang,2016-06-13,10000
1610,Gạo thường|Rice,An Giang,2016-08-22,10000
1611,Gạo thường|Rice,An Giang,2016-08-23,10000
1612,Gạo thường|Rice,An Giang,2016-08-24,10000
1613,Gạo thường|Rice,An Giang,2016-08-29,9500
1614,Gạo thường|Rice,An Giang,2016-08-30,9500
1615,Gạo thường|Rice,An Giang,2016-08-31,9500
1616,Gạo thường|Rice,An Giang,2016-09-01,9500
1617,Gạo thường|Rice,An Giang,2016-09-06,9500
1618,Gạo thường|Rice,An Giang,2016-09-12,9500
1619,Gạo thường|Rice,An Giang,2016-09-13,9500
1620,Gạo thường|Rice,An Giang,2016-09-15,9500
1621,Gạo thường|Rice,An Giang,2016-09-20,9500
1622,Gạo thường|Rice,An Giang,2016-09-21,9500
1623,Gạo thường|Rice,An Giang,2016-09-22,9500
1624,Gạo thường|Rice,An Giang,2016-09-23,9500
1625,Gạo thường|Rice,An Giang,2016-09-27,9500
1626,Gạo thường|Rice,An Giang,2016-09-28,9500
1627,Gạo thường|Rice,An Giang,2016-09-30,10000
1628,Gạo thường|Rice,An Giang,2016-10-03,10000
1629,Gạo thường|Rice,An Giang,2016-10-04,10000
1630,Gạo thường|Rice,An Giang,2016-10-05,10000
1631,Gạo thường|Rice,An Giang,2016-10-07,10000
1632,Gạo thường|Rice,An Giang,2016-10-12,10000
1633,Gạo thường|Rice,An Giang,2016-10-13,10000
1634,Gạo thường|Rice,An Giang,2016-10-17,10000
1635,Gạo thường|Rice,An Giang,2016-10-20,10000
1636,Gạo thường|Rice,An Giang,2016-10-21,10000
1637,Gạo thường|Rice,An Giang,2016-10-24,10000
1638,Gạo thường|Rice,An Giang,2016-10-25,10000
1639,Gạo thường|Rice,An Giang,2016-10-26,10000
1640,Gạo thường|Rice,An Giang,2016-10-27,10000
1641,Gạo thường|Rice,An Giang,2016-10-28,10000
1642,Gạo thường|Rice,An Giang,2016-10-31,10000
1643,Gạo thường|Rice,An Giang,2016-11-01,10000
1644,Gạo thường|Rice,An Giang,2016-11-02,10000
1645,Gạo thường|Rice,An Giang,2016-11-03,10000
1646,Gạo thường|Rice,An Giang,2016-11-04,10000
1647,Gạo thường|Rice,An Giang,2016-11-07,10000
1648,Gạo thường|Rice,An Giang,2016-11-08,10000
1649,Gạo thường|Rice,An Giang,2016-11-09,10000
1650,Gạo thường|Rice,An Giang,2016-11-10,10000
1651,Gạo thường|Rice,An Giang,2016-11-11,10000
1652,Gạo thường|Rice,An Giang,2016-11-15,10000
1653,Gạo thường|Rice,An Giang,2016-11-16,10000
1654,Gạo thường|Rice,An Giang,2016-11-17,10000
1655,Gạo thường|Rice,An Giang,2016-11-18,10000
1656,Gạo thường|Rice,An Giang,2016-11-22,10000
1657,Gạo thường|Rice,An Giang,2016-11-23,10000
1658,Gạo thường|Rice,An Giang,2016-11-24,10000
1659,Gạo thường|Rice,An Giang,2016-11-25,10000
1660,Gạo thường|Rice,An Giang,2016-11-28,10000
1661,Gạo thường|Rice,An Giang,2016-11-29,10000
1662,Gạo thường|Rice,An Giang,2016-11-30,10000
1663,Gạo thường|Rice,An Giang,2016-12-01,10000
1664,Gạo thường|Rice,An Giang,2016-12-02,10000
1665,Gạo thường|Rice,An Giang,2016-12-05,10000
1666,Gạo thường|Rice,An Giang,2016-12-06,10000
1667,Gạo thường|Rice,An Giang,2016-12-08,10000
1668,Gạo thường|Rice,An Giang,2016-12-09,10000
1669,Gạo thường|Rice,An Giang,2016-12-27,11000
1670,Gạo thường|Rice,An Giang,2016-12-29,11000
1671,Gạo thường|Rice,An Giang,2017-01-05,10500
1672,Gạo thường|Rice,An Giang,2017-01-10,10500
1673,Gạo thường|Rice,An Giang,2017-01-11,10500
1674,Gạo thường|Rice,An Giang,2017-02-03,10000
1675,Gạo thường|Rice,An Giang,2017-02-06,10000
1676,Gạo thường|Rice,An Giang,2017-02-07,10000
1677,Gạo thường|Rice,An Giang,2017-02-08,10000
1678,Gạo thường|Rice,An Giang,2017-02-09,10000
1679,Gạo thường|Rice,An Giang,2017-02-10,10000
1680,Gạo thường|Rice,An Giang,2017-02-13,10000
1681,Gạo thường|Rice,An Giang,2017-02-15,10500
1682,Gạo thường|Rice,An Giang,2017-02-16,10500
1683,Gạo thường|Rice,An Giang,2017-02-20,10500
1684,Gạo thường|Rice,An Giang,2017-02-21,10500
1685,Gạo thường|Rice,An Giang,2017-02-22,10500
1686,Gạo thường|Rice,An Giang,2017-02-23,10000
1687,Gạo thường|Rice,An Giang,2017-02-24,10000
1688,Gạo thường|Rice,An Giang,2017-02-27,10000
1689,Gạo thường|Rice,An Giang,2017-03-01,10000
1690,Gạo thường|Rice,An Giang,2017-03-02,10000
1691,Gạo thường|Rice,An Giang,2017-03-03,10000
1692,Gạo thường|Rice,An Giang,2017-03-07,10000
1693,Gạo thường|Rice,An Giang,2017-03-13,10000
1694,Gạo thường|Rice,An Giang,2017-03-14,10000
1695,Gạo thường|Rice,An Giang,2017-03-15,10000
1696,Gạo thường|Rice,An Giang,2017-03-16,10000
1697,Gạo thường|Rice,An Giang,2017-03-23,10000
1698,Gạo thường|Rice,An Giang,2017-03-27,10000
1699,Gạo thường|Rice,An Giang,2017-03-28,10000
1700,Gạo thường|Rice,An Giang,2017-03-29,10000
1701,Gạo thường|Rice,An Giang,2017-03-30,10000
1702,Gạo thường|Rice,An Giang,2017-04-05,10000
1703,Gạo thường|Rice,An Giang,2017-04-10,10000
1704,Gạo thường|Rice,An Giang,2017-04-13,10000
1705,Gạo thường|Rice,An Giang,2017-04-14,10000
1706,Gạo thường|Rice,An Giang,2017-04-17,10000
1707,Gạo thường|Rice,An Giang,2017-04-18,10000
1708,Gạo thường|Rice,An Giang,2017-04-19,10000
1709,Gạo thường|Rice,An Giang,2017-04-21,10000
1710,Gạo thường|Rice,An Giang,2017-04-24,10000
1711,Gạo thường|Rice,An Giang,2017-04-25,10000
1712,Gạo thường|Rice,An Giang,2017-04-26,10000
1713,Gạo thường|Rice,An Giang,2017-05-05,10000
1714,Gạo thường|Rice,An Giang,2017-05-09,10000
1715,Gạo thường|Rice,An Giang,2017-05-10,10000
1716,Gạo thường|Rice,An Giang,2017-05-11,10000
1717,Gạo thường|Rice,An Giang,2017-05-12,10000
1718,Gạo thường|Rice,An Giang,2017-05-17,10000
1719,Gạo thường|Rice,An Giang,2017-05-18,10000
1720,Gạo thường|Rice,An Giang,2017-05-19,10000
1721,Gạo thường|Rice,An Giang,2017-05-25,10000
1722,Gạo thường|Rice,An Giang,2017-05-26,10000
1723,Gạo thường|Rice,An Giang,2017-05-30,10000
1724,Gạo thường|Rice,An Giang,2017-06-02,10000
1725,Gạo thường|Rice,An Giang,2017-06-06,10000
1726,Gạo thường|Rice,An Giang,2017-06-07,10000
1727,Gạo thường|Rice,An Giang,2017-06-12,10000
1728,Gạo thường|Rice,An Giang,2017-06-15,10000
1729,Gạo thường|Rice,An Giang,2017-06-19,10000
1730,Gạo thường|Rice,An Giang,2017-06-20,10000
1731,Gạo thường|Rice,An Giang,2017-06-22,10000
1732,Gạo thường|Rice,An Giang,2017-06-23,10000
1733,Gạo thường|Rice,An Giang,2017-06-26,10000
1734,Gạo thường|Rice,An Giang,2017-06-29,10000
1735,Gạo thường|Rice,An Giang,2017-06-30,10000
1736,Gạo thường|Rice,An Giang,2017-07-03,10000
1737,Gạo thường|Rice,An Giang,2017-07-05,10000
1738,Gạo thường|Rice,An Giang,2017-07-06,10000
1739,Gạo thường|Rice,An Giang,2017-07-11,10000
1740,Gạo thường|Rice,An Giang,2017-07-14,10000
1741,Gạo thường|Rice,An Giang,2017-07-17,10000
